date,KPI,GDN_Spend,GDN_IMP,FB_Spend,FB_IMP,Google_nonbrand_Spend,Google_nonbrand_IMP,Google_nonbrand_e_Spend,Google_nonbrand_e_IMP,Google_brand_spend,Google_brand_imp,YT_Spend,YT_IMP,radio_spend,radio_imp,tv60_imp,tv30_imp,tv15_imp,tv60_spend,tv30_spend,tv15_spend
24-Aug-15,665,647,"299,908","2,777","232,504","2,090","17,877",223,175,298,"3,618","2,897","805,504",0,0,0,457,381,0,"4,256","1,602"
25-Aug-15,705,629,"298,699","2,784","225,920","2,294","20,060",184,172,263,"3,715","1,868","421,288",0,0,0,505,453,0,"4,485","1,754"
26-Aug-15,634,654,"290,730","2,911","240,376","2,112","20,764",129,151,243,"3,809","1,326","236,733",0,0,0,430,490,0,"3,621","1,805"
27-Aug-15,609,697,"290,620","3,002","227,750","1,881","19,622",116,127,259,"3,720","1,361","214,430",0,0,0,416,514,0,"3,465","1,800"
28-Aug-15,566,631,"259,516","2,756","210,272","2,041","18,413",19,58,311,"4,202","1,313","198,341",0,0,0,468,573,0,"4,537","2,151"
29-Aug-15,419,429,"192,153","2,784","175,657","1,354","11,685",44,57,126,"2,410","1,136","171,368",0,0,0,288,302,0,"2,486","1,065"
30-Aug-15,454,457,"207,873","2,270","169,001","1,682","13,234",16,55,166,"2,382","1,139","172,915",0,0,0,253,277,0,"2,157",920
31-Aug-15,589,548,"299,692","2,671","216,990","1,758","18,110",35,89,279,"3,744","1,351","212,043",0,0,0,668,453,0,"5,393","1,800"
1-Sep-15,669,606,"344,887","2,825","218,687","2,112","19,471",43,88,290,"4,161","1,314","206,014",0,0,0,792,542,0,"6,125","1,987"
2-Sep-15,749,571,"321,981","2,740","214,587","2,082","19,419",49,82,323,"4,192","1,338","192,698",0,0,0,744,622,0,"6,106","2,292"
3-Sep-15,682,559,"316,743","2,280","201,123","2,104","18,384",13,70,290,"3,790","1,336","188,402",0,0,0,"1,351",994,0,"8,458","2,890"
4-Sep-15,,451,"265,414","1,799","140,877","1,581","15,477",5,71,306,"3,719","1,275","173,779",0,0,0,197,207,0,"1,492",747
5-Sep-15,419,381,"220,998","1,227","89,887","1,029","11,431",34,50,187,"2,590","1,123","167,286",0,0,0,0,0,0,91,0
6-Sep-15,403,339,"197,194","1,393","107,573","1,316","11,250",30,53,136,"2,236","1,129","170,915",0,0,0,0,0,0,91,0
7-Sep-15,529,371,"191,176","1,873","150,671","1,676","14,219",25,73,204,"2,924","1,327","219,595",0,0,0,5,19,0,167,110
8-Sep-15,661,362,"193,735","2,816","223,230","2,037","19,656",117,110,369,"4,447","1,161","164,859",0,0,0,587,476,0,"4,512","1,980"
9-Sep-15,775,386,"174,565","2,944","218,435","2,421","20,140",73,89,401,"4,895","1,055","140,080",0,0,0,634,637,0,"4,537","2,503"
10-Sep-15,839,340,"143,315","2,940","206,756","2,290","19,825",51,75,381,"4,945",995,"128,534",0,0,0,577,622,0,"4,466","2,379"
11-Sep-15,770,343,"152,164","2,453","181,943","2,050","17,734",32,73,398,"4,617","1,020","126,142",0,0,0,650,471,0,"4,995","1,882"
12-Sep-15,474,292,"139,719","2,135","149,811","1,873","13,365",28,55,207,"3,106","1,175","175,925",0,0,0,319,338,0,"2,070","1,532"
13-Sep-15,566,333,"179,379","2,701","183,429","1,964","15,383",49,75,226,"3,144","1,214","196,155",0,0,0,229,413,0,"2,233","1,594"
14-Sep-15,837,370,"188,743","2,852","223,910","2,373","21,648",23,70,441,"5,288","1,029","134,934",0,0,0,470,236,0,"3,768","1,159"
15-Sep-15,898,375,"179,415","2,619","196,519","3,002","22,259",119,76,489,"5,450","1,102","140,419",0,0,0,486,278,0,"4,088","1,225"
16-Sep-15,929,360,"151,905","1,898","148,165","2,342","21,352",74,69,447,"5,085","1,113","125,930",0,0,0,511,201,0,"4,476",949
17-Sep-15,849,287,"147,949","1,228","92,998","2,261","19,455",71,82,431,"5,403","1,409","229,118",0,0,0,452,322,0,"3,334","1,576"
18-Sep-15,823,298,"145,848","1,467","119,135","1,936","17,335",45,78,398,"5,312","2,262","454,080",0,0,0,541,319,0,"5,503","1,526"
19-Sep-15,555,248,"109,724","1,840","120,747","1,465","12,840",56,53,257,"3,630","4,558","921,597",0,0,0,320,240,0,"3,118","1,033"
20-Sep-15,667,268,"126,458","2,294","164,074","1,973","14,052",29,56,245,"3,633","4,946","1,041,699",0,0,0,346,214,0,"3,616",829
21-Sep-15,"1,012",328,"147,472","2,181","201,123","2,122","20,933",110,101,455,"5,652","3,294","546,891",0,0,0,690,182,0,"5,617",777
22-Sep-15,,325,"140,176","2,103","186,956","2,520","23,025",106,94,418,"5,817","3,092","465,109",0,0,0,709,182,0,"5,763",860
23-Sep-15,952,322,"154,965","2,125","167,918","2,464","22,040",23,64,395,"5,828","3,273","555,784",0,0,0,644,151,0,"5,083",733
24-Sep-15,874,352,"142,706","1,923","161,368","1,697","19,985",41,83,453,"5,611","2,931","526,410",0,0,0,612,185,0,"4,841",706
25-Sep-15,772,307,"131,568","1,769","144,639","1,669","17,048",48,77,417,"5,011","2,869","541,434",0,0,0,580,186,0,"5,015",785
26-Sep-15,533,219,"100,647","1,570","111,587","1,225","12,298",53,44,232,"3,326","3,607","754,651",0,0,0,327,105,0,"2,980",519
27-Sep-15,620,235,"114,523","1,578","131,507","1,422","13,502",55,54,226,"3,362","3,937","845,790",0,0,0,442,83,0,"2,969",306
28-Sep-15,"1,030",301,"147,054","1,877","192,957","1,975","19,517",21,83,450,"5,463","3,463","688,459",0,0,0,352,177,0,"2,654",709
29-Sep-15,951,363,"167,858","2,085","181,844","2,194","20,945",69,80,532,"5,935","3,654","719,856",0,0,0,281,255,0,"2,876",995
30-Sep-15,918,347,"161,517","2,377","185,009","2,130","19,900",68,90,556,"5,666","3,426","632,080",0,0,0,340,223,0,"3,458","1,013"
1-Oct-15,906,407,"182,325","1,670","137,297","1,894","18,512",33,85,513,"5,546","3,735","714,050",0,0,0,342,156,0,"3,783",685
2-Oct-15,848,401,"191,374","1,037","95,090","1,920","17,359",77,80,560,"5,240","4,692","996,634",0,0,0,322,194,0,"3,388",828
3-Oct-15,650,302,"180,770",789,"65,631","1,671","13,630",40,73,393,"3,776","5,688","1,380,677",0,0,0,238,183,0,"2,369",673
4-Oct-15,716,312,"191,808",826,"75,494","2,051","14,695",48,68,314,"3,472","5,324","1,400,853",0,0,0,276,235,0,"3,016",926
5-Oct-15,885,323,"195,270",864,"86,627","2,163","19,599",46,82,535,"5,393","1,260","155,763",0,0,0,501,215,0,"5,219",898
6-Oct-15,800,342,"200,427","1,286","114,172","2,507","21,038",110,82,555,"5,587","1,220","135,981",0,0,0,396,310,0,"4,208","1,332"
7-Oct-15,823,387,"195,099","1,475","131,176","2,107","19,799",199,126,526,"5,335","1,678","196,325",0,0,0,350,290,0,"3,714","1,255"
8-Oct-15,,313,"188,776","1,232","103,212","1,977","17,854",290,134,540,"5,340","1,052","134,374",0,0,0,415,292,0,"4,535","1,210"
9-Oct-15,677,374,"202,310","1,056","81,216","1,918","16,145",305,136,497,"4,836","1,021","127,258",0,0,0,379,266,0,"4,260","1,067"
10-Oct-15,537,270,"173,043",671,"52,605","1,658","12,214",225,111,284,"3,133","3,689","810,938",0,0,0,72,48,0,724,224
11-Oct-15,473,295,"168,700",785,"59,591","1,475","12,059",197,103,195,"2,708","1,897","406,288",0,0,0,0,2,0,0,0
12-Oct-15,563,303,"176,467","1,160","92,318","1,826","13,298",183,82,294,"3,271",697,"86,323",0,0,0,0,0,0,0,0
13-Oct-15,750,338,"197,709","1,390","122,744","2,405","20,615",179,158,526,"5,242",544,"54,797",0,0,0,298,222,0,"3,286",949
14-Oct-15,849,384,"210,520","1,519","130,496","2,422","20,057",308,171,526,"5,255",500,"46,870",0,0,0,377,238,0,"4,008","1,056"
15-Oct-15,NA,392,"203,192","1,752","128,332","2,098","19,039",431,159,539,"5,472",480,"44,538",0,0,0,366,284,0,"3,953","1,306"
16-Oct-15,NA,365,"209,228",533,"39,112","2,340","17,763",311,164,499,"4,896",468,"43,038",0,0,0,414,233,0,"4,721","1,024"
17-Oct-15,NA,331,"169,612",592,"41,070","1,575","13,192",482,157,292,"3,152",506,"52,546",0,0,0,392,242,0,"3,915",935
18-Oct-15,527,319,"185,067",855,"61,719","1,844","14,791",282,152,250,"3,287",594,"73,085",0,0,0,367,293,0,"3,404","1,148"
19-Oct-15,766,411,"220,189","1,390","119,341","2,243","18,942",517,164,470,"4,947",531,"59,270",0,0,0,413,267,0,"4,012","1,292"
20-Oct-15,736,386,"207,586","1,668","142,308","2,130","19,078",412,194,480,"5,362",465,"45,605",0,0,0,367,262,0,"3,934","1,023"
21-Oct-15,861,439,"217,133","1,509","109,664","2,197","20,132",349,187,470,"5,358",528,"54,306",0,0,0,339,168,0,"3,619",718
22-Oct-15,743,455,"212,603","1,806","134,717","2,368","19,402",315,165,416,"5,134",601,"54,885",0,0,0,347,212,0,"3,610",849
23-Oct-15,653,426,"213,558","1,443","107,378","2,092","17,445",241,180,372,"4,802",603,"58,651",0,0,0,285,206,0,"2,957",885
24-Oct-15,491,398,"182,338","1,302","99,041","1,780","14,080",207,136,227,"3,147",668,"75,595",0,0,0,313,186,0,"3,016",765
25-Oct-15,516,475,"228,752","1,197","93,025","2,286","15,870",246,165,246,"3,549",705,"85,888",0,0,0,324,318,0,"2,904","1,076"
26-Oct-15,905,434,"223,794","1,346","105,574","2,220","20,966",294,204,519,"5,477",621,"63,837",0,0,0,339,197,0,"3,129",789
27-Oct-15,833,481,"246,262","1,977","130,584","2,604","20,993",389,206,534,"5,795",621,"61,179",0,0,0,305,211,0,"3,236",768
28-Oct-15,860,571,"295,555","1,894","116,877","2,603","19,935",370,213,548,"5,590",631,"59,416",0,0,0,307,214,0,"3,214",839
29-Oct-15,705,470,"291,736","2,087","124,286","2,015","18,023",153,157,514,"5,422",641,"62,362",0,0,0,321,213,0,"3,632","1,005"
30-Oct-15,570,410,"239,950","2,059","153,032","1,890","16,777",242,130,431,"4,717",607,"52,629",0,0,0,298,218,0,"3,198",952
31-Oct-15,380,320,"204,049","2,115","158,032","1,378","12,493",172,96,213,"2,815",773,"85,813",0,0,0,290,205,0,"2,988",885
1-Nov-15,428,293,"210,114","1,893","161,725","1,648","14,047",188,125,224,"3,086",768,"94,362",0,0,0,349,217,0,"3,074",785
2-Nov-15,"1,018",365,"250,236","2,149","203,172","2,379","19,705",482,205,489,"5,436",741,"78,738",0,0,0,323,250,0,"3,635","1,108"
3-Nov-15,919,465,"329,301","1,879","158,201","2,197","21,797",308,206,534,"5,947",756,"75,899",0,0,0,350,211,0,"3,793",929
4-Nov-15,941,462,"382,768","1,676","148,283","2,843","22,770",490,183,529,"5,822",713,"71,757",0,0,0,378,194,0,"4,037",844
5-Nov-15,865,450,"295,450","1,767","146,107","2,283","21,521",388,164,521,"5,596",844,"91,267",0,0,0,278,146,0,"2,719",642
6-Nov-15,812,417,"290,438","1,265","99,920","2,109","19,863",373,190,526,"5,459","1,004","112,846",0,0,0,267,178,0,"2,800",721
7-Nov-15,594,340,"261,705","1,406","94,777","1,985","15,995",184,143,282,"3,491","1,134","153,709",0,0,0,223,189,0,"2,060",707
8-Nov-15,611,351,"235,618","1,785","128,447","2,380","16,859",357,140,307,"3,407","1,028","147,858",0,0,0,299,178,0,"2,881",689
9-Nov-15,874,238,"163,759","1,898","161,974","2,644","22,995",216,208,508,"4,720",907,"112,406",0,0,0,298,213,0,"3,219",901
10-Nov-15,960,311,"212,694","1,742","146,812","2,687","22,800",343,207,409,"4,331",759,"75,026",0,0,0,327,223,0,"3,560",983
11-Nov-15,857,468,"374,404","2,361","190,507","2,313","19,161",265,196,380,"3,769",760,"79,621",0,0,0,282,224,0,"2,884",935
12-Nov-15,"1,020",429,"337,399","2,614","195,456","2,154","19,497",175,196,484,"4,531","4,953","631,709",0,0,0,331,201,0,"3,584",813
13-Nov-15,"1,264",398,"329,450","2,104","155,364","2,106","18,884",188,182,678,"4,836","8,339","1,362,184",0,0,0,318,212,0,"3,414",914
14-Nov-15,889,331,"275,099","1,517","118,944","1,879","14,326",194,118,651,"3,481","7,763","1,533,978",0,0,0,236,218,0,"2,283",807
15-Nov-15,867,375,"309,124","1,539","121,753","1,877","15,337",196,142,726,"3,613","5,862","1,213,941",0,0,0,391,163,0,"3,621",605
16-Nov-15,"1,249",476,"390,322","1,648","132,922","2,813","21,430",199,175,"1,044","6,287","4,664","873,600",0,0,0,329,207,0,"3,224",792
17-Nov-15,"1,245",565,"674,844","1,977","138,718","3,033","24,015",231,195,"1,085","6,600","3,952","705,272",0,0,0,323,246,0,"3,273",998
18-Nov-15,"1,089",578,"666,930","1,787","116,605","2,880","23,445",288,181,973,"6,545","3,776","638,619",0,0,0,322,313,0,"3,436","1,345"
19-Nov-15,"1,081",690,"604,420","1,495","95,996","4,423","28,251",103,90,"1,003","6,302","3,968","652,789",0,0,0,303,273,0,"3,245","1,201"
20-Nov-15,990,471,"342,337","1,414","85,049","3,698","25,742",0,13,930,"5,652","4,300","723,728",0,0,0,337,207,0,"3,511",850
21-Nov-15,635,463,"312,192","1,239","72,779","3,390","19,244",0,10,661,"3,761","3,151","540,635",0,0,0,369,127,0,"3,605",467
22-Nov-15,757,393,"258,609","1,339","82,987","4,025","20,910",0,8,621,"3,793","4,137","767,784",0,0,0,375,212,0,"3,697",765
23-Nov-15,"1,215",470,"293,095","1,150","76,915","5,752","32,277",14,17,992,"6,273","3,621","622,800",0,0,0,403,198,0,"4,157",824
24-Nov-15,"1,097",446,"298,742","2,226","139,723","4,506","32,342",0,17,"1,055","6,960","2,174","331,067",0,0,0,381,230,0,"3,761",937
25-Nov-15,"1,152",396,"224,737","2,398","153,497","4,549","33,339",3,14,"1,008","6,618","1,089","107,402",0,0,0,393,227,0,"3,843",943
26-Nov-15,923,474,"235,694","2,292","139,307","3,546","28,667",8,8,962,"6,205","1,506","183,093",0,0,0,405,191,0,"4,040",859
27-Nov-15,856,320,"155,635","1,591","94,110","2,842","25,288",0,12,811,"5,573","2,437","351,883",0,0,0,318,261,0,"3,033","1,049"
28-Nov-15,642,241,"96,016","1,392","81,732","2,737","20,029",0,7,577,"3,694","2,865","446,096",0,0,0,304,218,0,"2,758",734
29-Nov-15,673,284,"135,191","1,550","93,341","2,691","20,997",4,8,582,"3,729","3,674","619,976",0,0,0,370,180,0,"3,038",592
30-Nov-15,"1,062",347,"184,331","1,252","85,685","3,681","28,859",3,13,926,"6,371","2,229","330,152",0,0,0,391,266,0,"4,179","1,029"
1-Dec-15,"1,099",431,"230,679","1,294","90,199","3,700","30,336",0,17,890,"6,759","3,132","481,869",0,0,0,389,242,0,"3,886","1,027"
2-Dec-15,989,465,"303,421","1,516","104,598","3,341","29,857",0,13,819,"6,328","3,669","578,187",0,0,0,354,255,0,"3,811","1,040"
3-Dec-15,"1,021",512,"295,210","1,857","124,148","3,252","28,613",0,16,766,"6,136","3,316","539,810",0,0,0,369,246,0,"3,561",999
4-Dec-15,"1,035",490,"313,075","1,445","95,087","2,875","25,432",0,12,831,"5,961","3,354","547,566",0,0,0,375,185,0,"3,475",624
5-Dec-15,684,429,"289,661",939,"59,529","2,612","18,806",0,10,519,"3,500","4,934","803,075",0,0,0,384,207,0,"3,448",692
6-Dec-15,708,400,"242,322","1,285","82,950","2,784","20,797",73,822,593,"3,623","4,319","696,715",0,0,0,295,273,0,"2,428",943
7-Dec-15,"1,023",493,"282,927","1,212","85,447","3,659","29,764",280,"2,812","1,500","5,915","1,055","109,555",0,0,0,399,231,0,"3,662",884
8-Dec-15,"1,023",463,"250,334","1,062","71,659","3,751","31,351",311,"2,954","1,675","6,053","1,018","100,173",0,0,0,368,242,0,"3,756",973
9-Dec-15,949,501,"228,962","1,294","86,375","3,384","27,904",323,"2,841","1,690","5,730","1,084","102,232",0,0,0,381,217,0,"3,449",912
10-Dec-15,986,488,"204,570","1,771","112,656","3,009","26,471",245,"2,625","1,758","5,835",985,"95,906",0,0,0,375,220,0,"3,756",952
11-Dec-15,849,281,"135,244","1,513","94,252","2,373","21,396",299,"2,386","1,544","5,069","1,131","104,552",0,0,0,342,224,0,"3,318",835
12-Dec-15,503,200,"101,293","1,041","59,809","2,299","17,418",113,"1,127","1,023","3,235","1,180","126,714",0,0,0,274,235,0,"2,256",870
13-Dec-15,543,195,"118,123","1,337","76,825","2,315","18,761",110,"1,157",926,"3,240","1,178","137,750",0,0,0,388,228,0,"3,591",775
14-Dec-15,957,248,"153,493","1,939","117,151","2,759","24,849",167,"2,183","1,486","5,591",739,"86,165",0,0,0,88,92,0,642,275
