date,KPI,GDN_Spend,GDN_IMP,FB_Spend,FB_IMP,Google_nonbrand_Spend,Google_nonbrand_IMP,Google_nonbrand_e_Spend,Google_nonbrand_e_IMP,Google_brand_spend,Google_brand_imp,YT_Spend,YT_IMP,radio_spend,radio_imp,tv60_imp,tv30_imp,tv15_imp,tv60_spend,tv30_spend,tv15_spend
1-Jan-13,132,282,"204,064",985,"114,373","1,290","11,357",,,83,"1,281",0,0,,,,,,,,
2-Jan-13,212,300,"267,370",851,"109,617","2,215","19,419",,,128,"2,211",0,0,,,,,,,,
3-Jan-13,213,356,"266,885",788,"99,235","2,014","19,395",,,184,"2,582",0,0,,,,,,,,
4-Jan-13,244,339,"367,992",731,"100,951","1,980","20,059",,,180,"2,356",0,0,,,,,,,,
5-Jan-13,217,326,"288,617","1,038","164,600","1,991","16,985",,,130,"1,827",0,0,,,,,,,,
6-Jan-13,209,361,"324,458","1,272","189,595","1,917","17,148",,,135,"1,919",0,0,,,,,,,,
7-Jan-13,527,331,"322,465","1,065","169,616","2,446","22,515",,,258,"3,475",0,0,,,,,,,,
8-Jan-13,483,363,"301,177","1,005","135,940","2,703","23,038",,,254,"3,514",0,0,,,,,,,,
9-Jan-13,480,311,"272,885","1,034","160,714","2,335","21,941",,,286,"3,481",0,0,,,,,,,,
10-Jan-13,425,297,"258,528","1,076","131,092","2,227","21,416",,,232,"3,431",0,0,,,,,,,,
11-Jan-13,389,330,"271,291",997,"134,226","2,165","20,173",,,202,"3,389",0,0,,,,,,,,
12-Jan-13,260,284,"238,819",966,"139,418","1,744","16,319",,,144,"2,121",0,0,,,,,,,,
13-Jan-13,221,292,"246,535","1,086","156,099","1,997","17,770",,,122,"2,157",0,0,,,,,,,,
14-Jan-13,550,290,"264,004","1,433","188,073","2,229","21,836",,,240,"3,688",0,0,,,,,,,,
15-Jan-13,392,351,"296,252","1,098","145,019","2,236","23,089",,,326,"4,083",0,0,,,,,,,,
16-Jan-13,480,374,"274,546",967,"130,392","2,061","22,711",,,267,"3,965",0,0,,,,,,,,
17-Jan-13,434,387,"293,660",963,"139,858","2,239","21,257",,,251,"3,997",0,0,,,,,,,,
18-Jan-13,336,317,"285,700",886,"124,234","2,043","19,917",,,234,"3,449",0,0,,,,,,,,
19-Jan-13,241,308,"255,880",915,"139,645","1,808","16,785",,,145,"2,096",0,0,,,,,,,,
20-Jan-13,182,280,"237,353","1,177","177,651","1,263","13,770",,,142,"2,354",0,0,,,,,,,,
21-Jan-13,321,303,"243,065","1,127","190,449","1,478","14,719",,,270,"3,906",0,0,,,,,,,,
22-Jan-13,344,288,"266,306","1,021","166,783","1,299","15,696",,,232,"3,795",0,0,,,,,,,,
23-Jan-13,291,329,"275,364","1,068","159,529","1,325","15,980",,,267,"3,973",0,0,,,,,,,,
24-Jan-13,246,324,"251,413","1,233","195,193","1,524","16,838",,,215,"3,577",0,0,,,,,,,,
25-Jan-13,222,260,"230,787",909,"137,195","1,323","15,693",,,196,"3,329",0,0,,,,,,,,
26-Jan-13,195,252,"202,230",871,"122,585","1,434","15,097",,,105,"2,238",0,0,,,,,,,,
27-Jan-13,216,261,"200,423",866,"133,912","1,315","14,270",,,143,"2,275",0,0,,,,,,,,
28-Jan-13,314,307,"260,611",885,"120,508","1,167","14,640",,,181,"2,965",0,0,,,,,,,,
29-Jan-13,264,336,"303,057",662,"86,415","1,290","14,367",,,198,"3,381",0,0,,,,,,,,
30-Jan-13,247,297,"261,361",525,"74,228","1,444","13,671",,,174,"3,160",0,0,,,,,,,,
31-Jan-13,347,291,"220,866",709,"114,295","1,315","14,120",,,201,"3,266",0,0,,,,,,,,
1-Feb-13,255,242,"212,265",630,"84,830","1,527","17,477",,,183,"2,854",0,0,,,,,,,,
2-Feb-13,202,220,"188,199",654,"97,762","1,294","15,962",,,140,"2,179",0,0,,,,,,,,
3-Feb-13,189,230,"181,334",693,"105,747","1,358","14,553",,,123,"2,238",0,0,,0,0,0,0,0,0,0
4-Feb-13,360,231,"192,107",786,"110,329","1,548","15,437",,,199,"3,298",0,0,,,,,,,,
5-Feb-13,322,285,"216,623",629,"102,334","1,684","16,684",,,226,"3,861",0,0,,,,,,,,
6-Feb-13,381,259,"200,539","1,214","177,733","1,653","18,300",,,221,"3,606",0,0,,,,,,,,
7-Feb-13,363,240,"193,980","1,292","192,105","1,499","17,794",,,199,"3,365",0,0,,,,,,,,
8-Feb-13,304,299,"218,791","1,151","179,441","1,637","19,071",,,176,"3,198",0,0,,,,,,,,
9-Feb-13,227,228,"186,376","1,076","159,464","1,435","15,416",,,133,"2,350",0,0,,,,,,,,
10-Feb-13,240,199,"184,865","1,166","164,899","1,484","15,237",,,124,"2,362",0,0,,,,,,,,
11-Feb-13,388,264,"207,303","1,155","174,032","1,629","18,021",,,183,"3,325",0,0,,,,,,,,
12-Feb-13,433,239,"213,445","1,184","167,385","1,573","18,474",,,204,"3,540",0,0,,,,,,,,
13-Feb-13,333,294,"216,425","1,083","162,987","1,709","18,367",,,198,"3,471",0,0,,,,,,,,
14-Feb-13,327,251,"197,995","1,145","192,907","1,364","17,700",,,170,"3,067",0,0,,,,,,,,
15-Feb-13,414,244,"191,751","1,058","149,489","1,357","16,652",,,163,"2,825",0,0,,,,,,,,
16-Feb-13,254,237,"177,726","1,051","157,960","1,342","15,526",,,123,"2,217",0,0,,,,,,,,
17-Feb-13,251,235,"188,957",911,"155,399","1,589","16,474",,,130,"2,142",0,0,,,,,,,,
18-Feb-13,410,267,"206,821",977,"149,788","1,663","19,739",,,163,"3,023",0,0,,,,,,,,
19-Feb-13,468,263,"223,247",766,"109,634","1,715","20,067",,,231,"3,806",0,0,,,,,,,,
20-Feb-13,393,265,"213,074",576,"81,107","1,722","19,417",,,233,"3,445",0,0,,,,,,,,
21-Feb-13,430,267,"232,402",661,"96,359","1,644","19,207",,,219,"3,217",0,0,,,,,,,,
22-Feb-13,350,279,"216,748",586,"69,518","1,627","17,966",,,165,"2,943",0,0,,,,,,,,
23-Feb-13,250,232,"181,411",720,"97,776","1,430","16,558",,,133,"2,334",0,0,,,,,,,,
24-Feb-13,275,241,"182,431",933,"180,015","1,479","16,546",,,148,"2,455",0,0,,,,,,,,
25-Feb-13,503,268,"200,002",791,"145,649","1,503","18,907",,,249,"3,626",0,0,,,,,,,,
26-Feb-13,437,336,"232,437",968,"147,178","1,814","20,506",,,238,"3,649",0,0,,,,,,,,
27-Feb-13,467,308,"224,467","1,232","193,013","1,904","20,915",,,259,"3,645",0,0,,,,,,,,
28-Feb-13,377,369,"233,307",941,"154,782","1,665","19,542",,,217,"3,445",0,0,,,,,,,,
1-Mar-13,343,359,"262,335",762,"131,746","1,494","17,925",,,172,"2,895",0,0,,,,,,,,
2-Mar-13,244,348,"238,083",789,"162,279","1,590","16,374",,,148,"2,413",0,0,,,,,,,,
3-Mar-13,289,333,"252,291","1,260","192,512","1,637","17,320",,,144,"2,292",0,0,,,,,,,,
4-Mar-13,445,388,"295,119",984,"147,292","1,724","20,448",,,188,"3,217",0,0,,,,,,,,
5-Mar-13,469,354,"281,544",958,"160,165","1,784","20,698",,,191,"3,087",0,0,,,,,,,,
6-Mar-13,463,290,"228,496","1,030","183,564","1,832","19,414",,,175,"3,060",0,0,,,,,,,,
7-Mar-13,457,224,"169,815",914,"146,865","1,555","18,881",,,177,"2,768",0,0,,,,,,,,
8-Mar-13,339,151,"106,670",675,"108,903","1,672","17,869",,,165,"2,663",0,0,,,,,,,,
9-Mar-13,271,149,"88,158",663,"107,055","1,431","15,130",,,125,"2,032",0,0,,,,,,,,
10-Mar-13,277,146,"95,933",714,"121,195","1,454","15,854",,,123,"2,119",0,0,,,,,,,,
11-Mar-13,363,177,"113,359","1,040","191,537","1,790","19,360",,,217,"3,030",0,0,,,,,,,,
12-Mar-13,353,226,"135,665",814,"154,045","1,650","19,308",,,189,"3,010",0,0,,,,,,,,
13-Mar-13,377,265,"213,435",508,"105,938","1,585","18,098",,,181,"2,896",0,0,,,,,,,,
14-Mar-13,304,271,"222,899",622,"123,782","1,241","17,430",,,186,"3,047",0,0,,,,,,,,
15-Mar-13,315,340,"262,574",637,"122,184","1,333","17,288",,,194,"2,848",0,0,,,,,,,,
16-Mar-13,253,298,"225,022",677,"127,330","1,437","14,568",,,158,"2,121",0,0,,,,,,,,
17-Mar-13,260,327,"236,025",806,"169,518","1,467","15,004",,,174,"2,338",0,0,,,,,,,,
18-Mar-13,489,386,"310,672",581,"136,516","1,514","17,340",,,252,"3,271",0,0,,,,,,,,
19-Mar-13,430,469,"356,564",984,"187,275","1,547","18,508",,,231,"3,207",0,0,,,,,,,,
20-Mar-13,553,390,"324,911","1,178","225,468","1,733","18,405",,,251,"3,413",0,0,,,,,,,,
21-Mar-13,445,418,"325,860","1,304","304,040","1,438","18,042",,,229,"2,813",0,0,,,,,,,,
22-Mar-13,395,400,"298,572","1,095","222,259","1,482","17,272",,,227,"2,722",0,0,,,,,,,,
23-Mar-13,295,374,"231,524",701,"135,445","1,258","14,581",,,189,"2,216",0,0,,,,,,,,
24-Mar-13,292,376,"253,425",573,"133,810","1,363","15,440",,,230,"2,426",0,0,,,,,,,,
25-Mar-13,427,428,"309,733","1,039","199,064","1,604","17,851",,,290,"3,548",0,0,,,,,,,,
26-Mar-13,471,442,"324,889",977,"202,093","1,699","18,355",,,297,"3,594",0,0,,,,,,,,
27-Mar-13,481,416,"329,350",738,"157,328","1,471","17,408",,,264,"3,468",0,0,,,,,,,,
28-Mar-13,507,423,"292,502",748,"119,987","1,495","16,160",,,259,"3,208",0,0,,,,,,,,
29-Mar-13,292,361,"239,863",990,"185,959","1,501","15,048",,,158,"2,189",0,0,,,,,,,,
30-Mar-13,279,292,"207,889",929,"171,610","1,411","13,702",,,152,"2,027",0,0,,,,,,,,
31-Mar-13,339,339,"219,947",964,"178,722","1,216","13,633",,,145,"1,953",0,0,,,,,,,,
1-Apr-13,444,403,"348,610","1,134","221,675","1,556","17,578",,,245,"3,124",0,0,,,,,,,,
2-Apr-13,472,482,"398,665",889,"169,949","1,566","17,286",,,318,"3,664",0,0,,,,,,,,
3-Apr-13,449,483,"396,393",819,"143,328","1,565","17,445",,,292,"3,715",0,0,,,,,,,,
4-Apr-13,447,438,"405,488","1,563","239,779","1,659","17,234",,,312,"3,851",0,0,,,,,,,,
5-Apr-13,409,442,"382,201","1,431","219,981","1,504","16,933",,,265,"3,362",0,0,,,,,,,,
6-Apr-13,314,388,"314,841","1,367","212,893","1,664","14,975",,,165,"2,309",0,0,,,,,,,,
7-Apr-13,335,375,"318,786","1,180","217,503","1,480","16,218",,,193,"2,454",0,0,,,,,,,,
8-Apr-13,475,446,"393,922","1,263","242,331","1,509","18,866",,,292,"4,016",0,0,,,,,,,,
9-Apr-13,541,507,"412,768","1,233","222,878","1,564","19,298",,,288,"3,841",0,0,,,,,,,,
10-Apr-13,462,451,"398,949","1,237","201,218","1,790","17,781",,,305,"3,849",0,0,,,,,,,,
11-Apr-13,466,478,"385,807","1,607","246,261","1,421","16,795",,,275,"3,779",0,0,,,,,,,,
12-Apr-13,415,439,"355,756","1,508","231,300","1,624","16,917",,,259,"3,445",0,0,,,,,,,,
13-Apr-13,324,374,"277,085","1,156","192,729","1,458","15,450",,,178,"2,367",0,0,,,,,,,,
14-Apr-13,324,378,"286,015","1,447","235,322","1,638","15,776",,,194,"2,495",0,0,,,,,,,,
15-Apr-13,466,411,"341,757","1,395","237,131","1,483","16,242",,,257,"3,624",0,0,,,,,,,,
16-Apr-13,463,384,"351,257","1,347","195,635","1,537","16,618",,,265,"3,888",0,0,,,,,,,,
17-Apr-13,478,419,"341,426","1,066","161,629","1,813","16,124",,,292,"3,720",0,0,,,,,,,,
18-Apr-13,450,401,"343,709","1,306","174,011","1,377","16,510",,,261,"3,795",0,0,,,,,,,,
19-Apr-13,376,411,"332,526","1,113","159,312","1,446","15,803",,,229,"3,172",0,0,,,,,,,,
20-Apr-13,289,353,"260,645","1,279","173,538","1,475","13,801",,,139,"2,208",0,0,,,,,,,,
21-Apr-13,278,376,"272,451","1,380","197,606","1,330","14,136",,,155,"2,227",0,0,,,,,,,,
22-Apr-13,487,414,"360,714","1,543","264,982","1,437","15,339",,,259,"3,231",0,0,,,,,,,,
23-Apr-13,405,428,"381,197","1,959","263,004","1,483","14,816",,,331,"4,091",0,0,,,,,,,,
24-Apr-13,496,525,"437,820","2,154","290,262","1,567","16,961",,,300,"3,746",0,0,,,,,,,,
25-Apr-13,408,538,"417,885","2,065","309,723","1,583","16,183",,,305,"3,874",0,0,,,,,,,,
26-Apr-13,373,450,"377,898","1,508","206,145","1,418","14,699",,,248,"3,031",0,0,,,,,,,,
27-Apr-13,222,355,"283,091","1,515","184,719","1,356","12,730",,,157,"2,015",0,0,,,,,,,,
28-Apr-13,245,374,"294,862","1,676","223,484","1,229","13,063",,,152,"1,982",0,0,,,,,,,,
29-Apr-13,433,515,"416,739","1,717","243,440","1,447","16,389",,,293,"3,633",0,0,,,,,,,,
30-Apr-13,466,563,"453,113","1,678","239,775","1,585","17,328",,,271,"3,532",0,0,,,,,,,,
1-May-13,473,526,"355,735","1,930","261,296","1,432","15,065",,,262,"3,525",0,0,,,,,,,,
2-May-13,415,495,"385,040","1,868","283,951","1,413","14,521",,,266,"3,348",0,0,,,,,,,,
3-May-13,453,452,"371,000","1,354","178,142","1,267","13,750",,,196,"2,915",0,0,,,,,,,,
4-May-13,205,379,"261,021","1,324","191,438","1,048","10,672",,,123,"1,692",0,0,,,,,,,,
5-May-13,191,373,"265,663","1,474","208,558",924,"11,465",,,119,"1,654",0,0,,,,,,,,
6-May-13,487,467,"394,374","1,671","240,434","1,328","14,347",,,248,"3,207",0,0,,,,,,,,
7-May-13,509,490,"380,650","1,894","270,680","1,186","15,107",,,195,"2,371",0,0,,,,,,,,
8-May-13,385,505,"362,720","1,970","267,632","1,263","15,446",,,91,"1,388",0,0,,,,,,,,
9-May-13,409,518,"384,048","1,646","223,753","1,369","15,036",,,74,"2,352",0,0,,,,,,,,
10-May-13,414,494,"348,961","1,672","233,963","1,257","14,236",,,254,"3,169",0,0,,,,,,,,
11-May-13,247,409,"265,321","2,033","337,638","1,325","12,872",,,204,"2,053",0,0,,,,,,,,
12-May-13,260,451,"289,797","2,085","387,201","1,449","12,466",,,240,"2,103",0,0,,,,,,,,
13-May-13,467,527,"397,350","2,423","421,556","1,705","15,848",,,367,"3,597",0,0,,,,,,,,
14-May-13,527,550,"395,543","2,456","382,137","1,619","15,928",,,318,"3,709",0,0,,,,,,,,
15-May-13,424,533,"374,064","2,367","380,650","1,584","15,811",,,323,"3,708",0,0,,,,,,,,
16-May-13,482,534,"343,691","2,287","343,735","1,471","14,938",,,324,"3,569",0,0,,,,,,,,
17-May-13,380,440,"295,191","2,977","481,497","1,394","13,505",,,249,"3,013",0,0,,,,,,,,
18-May-13,237,348,"221,734","3,227","514,795","1,119","11,204",,,177,"1,936",0,0,,,,,,,,
19-May-13,295,309,"189,194","3,211","559,513",969,"8,798",,,169,"1,825",0,0,,,,,,,,
20-May-13,346,235,"142,442","2,164","452,901",963,"8,956",,,198,"2,319",0,0,,,,,,,,
21-May-13,605,256,"140,350","1,547","367,566",879,"9,674",,,326,"3,923",0,0,,,,,,,,
22-May-13,620,239,"140,266","1,045","242,222","1,011","10,812",,,96,"1,107",0,0,,,,,,,,
23-May-13,597,247,"120,079","1,072","251,378","1,071","10,948",,,320,"2,701",0,0,,,,,,,,
24-May-13,501,256,"132,224","1,056","226,902",986,"10,748",,,434,"3,756",0,0,,,,,,,,
25-May-13,272,227,"111,295","1,068","212,311","1,037","9,218",,,225,"2,283",0,0,,,,,,,,
26-May-13,311,250,"137,957","1,129","251,557",927,"8,886",,,215,"2,275",0,0,,,,,,,,
27-May-13,596,275,"149,043","1,239","282,902","1,047","10,911",,,452,"4,169",0,0,,,,,,,,
28-May-13,659,286,"147,002","1,537","310,750","1,246","13,947",,,444,"4,302",0,0,,,,,,,,
29-May-13,642,311,"188,382","1,627","307,503","1,207","13,226",,,438,"4,430",0,0,,,,,,,,
30-May-13,553,306,"177,743","1,906","341,496","1,181","13,271",,,422,"4,270",0,0,,,,,,,,
31-May-13,427,307,"175,504","1,724","326,847","1,118","12,531",,,340,"3,479",0,0,,,,,,,,
1-Jun-13,276,251,"147,884","1,710","365,437",987,"10,415",,,189,"2,018",0,0,,,,,,,,
2-Jun-13,304,297,"177,949","2,270","538,931","1,131","11,541",,,213,"2,346",0,0,,,,,,,,
3-Jun-13,569,347,"214,565","2,368","552,092","1,121","14,179",,,424,"4,167",0,0,,,,,,,,
4-Jun-13,635,359,"216,289","2,183","468,228","1,370","14,249",,,343,"4,376",0,0,,,,,,,,
5-Jun-13,590,349,"209,436","1,846","387,710","1,268","14,790",,,358,"4,421",0,0,,,,,,,,
6-Jun-13,515,357,"188,931","1,953","430,343","1,383","13,804",,,372,"4,327",0,0,,,,,,,,
7-Jun-13,399,354,"181,359","1,620","399,516","1,315","13,185",,,309,"3,690",0,0,,,,,,,,
8-Jun-13,267,271,"144,043","1,358","358,721","1,245","11,795",,,191,"2,144",0,0,,,,,,,,
9-Jun-13,260,284,"144,835","1,585","479,376","1,071","12,161",,,128,"2,229",0,0,,,,,,,,
10-Jun-13,687,365,"201,848","1,962","594,574","1,662","15,084",,,335,"4,273",0,0,,,,,,,,
11-Jun-13,608,434,"220,030","1,943","492,860","1,697","16,323",,,348,"4,134",0,0,,,,,,,,
12-Jun-13,620,400,"206,659","2,158","520,637","1,790","16,725",,,363,"4,178",0,0,,,,,,,,
13-Jun-13,552,367,"209,026","2,359","523,511","1,444","15,518",,,352,"4,045",0,0,,,,,,,,
14-Jun-13,511,309,"176,497","2,238","547,991","1,423","12,923",,,305,"3,350",0,0,,,,,,,,
15-Jun-13,238,247,"118,418","1,637","427,648","1,345","9,872",,,159,"1,811",0,0,,,,,,,,
16-Jun-13,259,280,"137,511","1,851","554,078","1,488","11,209",,,144,"1,979",0,0,,,,,,,,
17-Jun-13,454,348,"192,869","2,204","620,438","1,712","14,038",,,322,"3,800",0,0,,,,,,,,
18-Jun-13,354,375,"205,415","2,171","560,880","1,683","13,552",,,291,"3,601",0,0,,,,,,,,
19-Jun-13,398,361,"209,373","2,320","542,004","1,622","12,575",,,292,"3,344",0,0,,,,,,,,
20-Jun-13,289,320,"187,815","2,359","513,470","1,401","11,595",,,160,"2,936",0,0,,,,,,,,
21-Jun-13,270,314,"168,602","2,115","447,728","1,398","11,002",,,163,"2,368",0,0,,,,,,,,
22-Jun-13,274,250,"136,293","2,039","413,021","1,433","10,522",,,117,"1,565",0,0,,,,,,,,
23-Jun-13,241,243,"136,792","2,336","502,407","1,401","10,578",,,130,"1,563",0,0,,,,,,,,
24-Jun-13,297,309,"169,553","3,291","707,586","1,505","11,903",,,197,"2,565",0,0,,,,,,,,
25-Jun-13,355,335,"188,108","2,982","603,408","1,642","13,529",,,208,"2,815",0,0,,,,,,,,
26-Jun-13,309,317,"182,205","3,320","658,635","1,740","13,391",,,202,"2,783",0,0,,,,,,,,
27-Jun-13,330,354,"181,502","3,193","608,479","1,487","12,009",,,209,"2,668",0,0,,,,,,,,
28-Jun-13,296,365,"188,070","3,114","619,904","1,703","11,899",,,192,"2,476",0,0,,,,,,,,
29-Jun-13,222,303,"145,137","2,801","559,519","1,634","9,332",,,132,"1,595",0,0,,,,,,,,
30-Jun-13,208,244,"134,850","2,388","511,934","1,471","9,274",,,102,"1,225",0,0,,,,,,,,
1-Jul-13,227,253,"162,395","2,465","621,081","1,650","10,652",,,166,"1,586",0,0,,,,,,,,
2-Jul-13,259,336,"219,937","2,940","631,658","2,059","13,505",,,219,"2,445",0,0,,,,,,,,
3-Jul-13,307,350,"243,426","2,707","565,444","1,875","14,054",,,242,"2,645",0,0,,,,,,,,
4-Jul-13,314,391,"246,857","2,738","589,646","2,154","15,522",,,219,"2,455",0,0,,,,,,,,
5-Jul-13,242,354,"239,522","2,596","567,080","2,131","14,513",,,204,"2,245",0,0,,,,,,,,
6-Jul-13,232,324,"186,484","2,374","508,913","1,640","10,902",,,148,"1,471",0,0,,,,,,,,
7-Jul-13,254,308,"190,782","2,525","620,606","1,837","11,321",,,148,"1,585",0,0,,,,,,,,
8-Jul-13,315,373,"261,251","2,614","663,280","2,032","14,325",,,218,"2,394",0,0,,,,,,,,
9-Jul-13,335,374,"262,176","2,197","587,263","2,127","14,193",,,238,"2,608",0,0,,,,,,,,
10-Jul-13,321,362,"254,726","1,923","506,016","2,317","15,490",,,294,"2,609",0,0,,,,,,,,
11-Jul-13,291,393,"257,763","1,535","411,103","2,044","14,440",,,279,"2,460",0,0,,,,,,,,
12-Jul-13,248,343,"233,916","1,510","407,372","2,194","13,465",,,283,"2,310",0,0,,,,,,,,
13-Jul-13,181,320,"180,147","1,279","321,482","1,584","10,316",,,179,"1,662",0,0,,,,,,,,
14-Jul-13,188,301,"182,052","1,399","379,036","1,860","10,885",,,158,"1,439",0,0,,,,,,,,
15-Jul-13,289,363,"242,034","1,533","407,803","2,403","15,039",,,269,"2,548",0,0,,,,,,,,
16-Jul-13,303,391,"260,169","1,473","375,111","2,102","15,067",,,308,"2,635",0,0,,,,,,,,
17-Jul-13,338,351,"257,338","1,442","338,666","2,140","15,086",,,299,"2,645",0,0,,,,,,,,
18-Jul-13,297,411,"252,608","1,144","239,877","1,755","13,867",,,324,"2,681",0,0,,,,,,,,
19-Jul-13,243,395,"228,675",994,"213,251","1,597","12,761",,,245,"2,290",0,0,,,,,,,,
20-Jul-13,199,321,"180,843",780,"160,261","1,198","9,939",,,182,"1,534",0,0,,,,,,,,
21-Jul-13,181,296,"162,833","1,014","226,004","1,200","9,897",,,160,"1,333",0,0,,,,,,,,
22-Jul-13,306,339,"226,638","1,371","289,220","1,710","13,369",,,269,"2,468",0,0,,,,,,,,
23-Jul-13,310,380,"246,709","1,575","310,481","2,078","15,398",,,291,"2,747",0,0,,,,,,,,
24-Jul-13,292,369,"228,251","1,733","344,498","1,649","13,833",,,345,"3,073",0,0,,,,,,,,
25-Jul-13,265,334,"223,094","1,520","336,931","1,988","13,918",,,323,"3,093",0,0,,,,,,,,
26-Jul-13,254,335,"194,564","1,470","303,812","1,639","12,579",,,313,"2,654",0,0,,,,,,,,
27-Jul-13,213,247,"144,994","1,442","279,398","1,386","9,947",,,202,"1,861",0,0,,,,,,,,
28-Jul-13,227,271,"158,123","1,723","381,451","1,415","9,974",,,212,"1,854",0,0,,,,,,,,
29-Jul-13,306,329,"216,541","1,709","365,428","1,976","13,620",,,306,"2,859",0,0,,,,,,,,
30-Jul-13,361,338,"219,583","1,780","392,802","1,982","14,139",,,347,"2,953",0,0,,,,,,,,
31-Jul-13,308,310,"218,211","1,644","364,030","1,931","13,729",,,365,"2,932",0,0,,,,,,,,
1-Aug-13,282,332,"227,320","1,769","384,994","1,624","12,993",,,336,"2,864",0,0,,,,,,,,
2-Aug-13,250,296,"202,289","1,471","331,133","1,570","12,281",,,313,"2,674",0,0,,,,,,,,
3-Aug-13,190,256,"160,131","1,266","292,576","1,226","9,470",,,192,"1,896",0,0,,,,,,,,
4-Aug-13,191,274,"147,970","1,465","336,967","1,474","9,414",,,220,"1,743",0,0,,,,,,,,
5-Aug-13,252,311,"173,259","1,560","398,350","1,533","11,409",,,269,"2,510",0,0,,,,,,,,
6-Aug-13,293,265,"165,117","1,981","456,444","1,625","12,902",,,350,"3,048",0,0,,,,,,,,
7-Aug-13,286,230,"132,274","1,988","440,808","1,648","14,020",,,366,"3,193",0,0,,,,,,,,
8-Aug-13,276,226,"120,680","1,978","459,868","1,590","13,015",,,360,"3,167",0,0,,,,,,,,
9-Aug-13,226,244,"115,647","1,604","361,146","1,198","11,715",,,283,"2,604",0,0,,,,,,,,
10-Aug-13,196,219,"100,963","1,590","356,928","1,207","9,304",,,235,"1,886",0,0,,,,,,,,
11-Aug-13,208,223,"108,460","1,912","446,964","1,242","10,717",,,192,"1,805",0,0,,,,,,,,
12-Aug-13,244,306,"194,022","2,066","476,363","1,697","14,453",,,345,"3,133",0,0,,,,,,,,
13-Aug-13,353,403,"246,270","1,909","454,754","1,799","15,353",,,375,"3,309",0,0,,,,,,,,
14-Aug-13,322,394,"236,469","2,039","417,226","1,682","14,904",,,398,"3,363",0,0,,,,,,,,
15-Aug-13,255,414,"219,938","2,128","393,630","1,735","14,020",,,344,"3,192",0,0,,,,,,,,
16-Aug-13,266,339,"219,603","2,030","415,047","1,569","12,973",,,284,"2,752",0,0,,,,,,,,
17-Aug-13,191,315,"185,934","1,840","369,084","1,323","9,479",,,208,"1,953",0,0,,,,,,,,
18-Aug-13,178,300,"182,341","1,920","483,909","1,290","9,969",,,232,"1,809",0,0,,,,,,,,
19-Aug-13,294,343,"243,258","2,273","526,197","1,508","14,160",,,346,"3,142",0,0,,,,,,,,
20-Aug-13,287,400,"249,400","1,917","454,570","1,757","15,458",,,335,"3,258",0,0,,,,,,,,
21-Aug-13,272,393,"252,832","1,851","467,455","1,715","14,337",,,345,"3,119",0,0,,,,,,,,
22-Aug-13,293,436,"266,636","1,814","441,273","1,638","14,430",,,336,"3,362",0,0,,,,,,,,
23-Aug-13,230,450,"258,180","1,643","406,346","1,476","12,659",,,283,"2,948",0,0,,,,,,,,
24-Aug-13,200,354,"198,946","1,486","359,242","1,068","9,476",,,203,"1,907",0,0,,,,,,,,
25-Aug-13,191,374,"214,038","1,884","457,918","1,195","10,215",,,244,"2,102",0,0,,,,,,,,
26-Aug-13,339,520,"400,453","2,111","491,666","1,723","15,074",,,361,"3,350",0,0,,,,,,,,
27-Aug-13,347,488,"414,583","2,018","474,115","1,911","16,151",,,360,"3,707",0,0,,,,,,,,
28-Aug-13,311,479,"356,591","2,250","600,518","1,729","15,005",,,366,"3,541",0,0,,,,,,,,
29-Aug-13,299,444,"376,753","2,263","604,011","1,604","14,219",,,321,"3,326",0,0,,,,,,,,
30-Aug-13,256,491,"385,938","2,218","497,967","1,354","12,713",,,283,"2,764",0,0,,,,,,,,
31-Aug-13,207,443,"330,047","2,331","589,648","1,155","10,511",,,218,"2,165",0,0,,,,,,,,
1-Sep-13,207,428,"374,124","2,658","723,225","1,240","10,427",,,213,"2,030",0,0,,,,,,,,
2-Sep-13,315,509,"397,502","3,721","948,048","1,538","15,118",,,285,"2,958",0,0,,,,,,,,
3-Sep-13,458,516,"427,761","4,260","1,008,230","1,791","16,690",,,423,"4,019",0,0,,,,,,,,
4-Sep-13,482,558,"433,220","4,393","978,545","1,760","16,185",,,447,"4,070",0,0,,,,,,,,
5-Sep-13,479,544,"440,034","3,277","752,053","1,542","16,139",,,403,"3,904",0,0,,,,,,,,
6-Sep-13,417,591,"384,356","3,047","685,145","1,537","15,104",,,342,"3,626",0,0,,,,,,,,
7-Sep-13,288,558,"376,095","3,156","707,711","1,655","12,983",,,261,"2,758",0,0,,,,,,,,
8-Sep-13,329,543,"403,897","2,107","452,294","1,520","12,962",,,253,"2,538",0,0,,,,,,,,
9-Sep-13,570,488,"360,516","1,530","442,843","1,848","16,043",,,394,"4,142",0,0,,,,,,,,
10-Sep-13,527,669,"521,963","1,016","278,685","1,962","17,181",,,421,"4,275",0,0,,,,,,,,
11-Sep-13,340,657,"490,725","1,458","447,355","1,744","17,698",,,426,"4,136",0,0,,,,,,,,
12-Sep-13,499,643,"501,150","1,308","386,197","1,872","17,230",,,410,"4,145",0,0,,,,,,,,
13-Sep-13,323,579,"469,186","1,163","340,396","1,730","16,036",,,367,"4,034",0,0,,,,,,,,
14-Sep-13,217,499,"381,218","1,248","367,339","1,506","12,789",,,242,"2,592",0,0,,,,,,,,
15-Sep-13,261,492,"370,212","1,336","415,528","1,677","13,782",,,242,"2,553",0,0,,,,,,,,
